"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"And I bet they’re not even paid that well to do it👌✌","1","0","2026-04-17T02:54:20.000Z","mighty.mouse182","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7174183371236770821","7629556016888365841","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/da055b1672806bbddb24bb3714470172~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=232bb3c5&x-expires=1776834000&x-signature=Q0eQqAv5SpgyRfXnul2vZVbrcJs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"so will AI workers nod for no and wobble head for yes ? 😁","1","0","2026-04-14T21:54:27.000Z","colinrobson217","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6984539505518150662","7628736579754312470","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b4ebc9e746ffbd496518cc703e7d9a9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5bdd683d&x-expires=1776834000&x-signature=RZQu6dPHhRF72eQkU61vomR%2BVTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"We are our worst enemies 💔","2","0","2026-04-15T21:46:38.000Z","bellisnutten","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6909186245924045830","7629105652875313942","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9700df6e369a8d07b20094bf07c6f87a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dd566719&x-expires=1776834000&x-signature=nWTQnTY6sJOVXzCdptWk8ezYpiM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"hmmmm.... 🤔🤔","1","0","2026-04-15T19:43:12.000Z","ngalangedzo","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7235092329031386118","7629072914302812949","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7235466024589885446~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a19a61c&x-expires=1776834000&x-signature=%2FMnLNO3Yg6H%2BmNYep2bewSeNNpE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ni Mbaya","1","0","2026-04-15T18:58:14.000Z","bob_freelancer","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6986583159030957061","7629062249005744917","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a8b1773bb0308bb85490a04d0b88662a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a3d41dc&x-expires=1776834000&x-signature=UYwrI9VIQGPaxZSnRSmQeTnU7Lg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"corporate greed it will destroy humanity","1","0","2026-04-15T02:04:30.000Z","nav2832","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7516097464157881350","7628801025789477639","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bea24bd5b43f016b2123e0c9cb5f4497~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=52963b22&x-expires=1776834000&x-signature=YSjRFqKKgDLG47bHzhkktFYrLec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Terrifying for country with no Indistrual infrastructure like USA","2","0","2026-04-14T21:38:33.000Z","tochita_ec","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6643491707361198086","7628732447111430913","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f97b1fefe05493f06d3604a49d42a1a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f32d47c7&x-expires=1776834000&x-signature=V7gPBHgRfZKaMCIB6OBKch4Yanw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Putting themselves out of a job","1","0","2026-04-15T01:12:41.000Z","rustyclassicsgarage","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6810210264592958469","7628787646630609685","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/be011821abb07a4161589cc0717b3249~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e112cd2f&x-expires=1776834000&x-signature=AukPJszMBwMUvkw7mGi%2BnE7GNQM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Does not make sense. You don’t need that many input sources to train AI. Plus, robotics is not there yet. This is a monitoring tool. Fake news.","1","0","2026-04-15T18:55:48.000Z","fadi.debian","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7548101641804710913","7629061612243567380","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/002d79f143c59bc584f00d587689b3b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6522c2ae&x-expires=1776834000&x-signature=UGSDhZY%2B6fOCZW%2FnM14W4U%2F6LJE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Yes this is the future of technology used by Imperialism. Sorry if my English is not good.","1","0","2026-04-17T01:36:36.000Z","yfgtlag","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7185069260976325637","7629535974547063560","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9394424&x-expires=1776834000&x-signature=OTkMua00Ofj5zSO9SowKyTr%2FCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ppl became slaves coz Ai","1","0","2026-04-16T12:15:24.000Z","david.hasne","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7216033168771548165","7629329556260848392","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cd01ed60ecac28b4efdc896b92eb5172~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=207f96b9&x-expires=1776834000&x-signature=9FbFMDK%2F%2BQtUYCs7xaSkqTR54Go%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"scammers will be AI too in the near future?? dehym😳💀","1","0","2026-04-15T10:20:33.000Z","bss.thanos","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6743585117404873730","7628928877994181394","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b95b886478a5979bd65af52113378bd7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cf088b68&x-expires=1776834000&x-signature=A9WLV5ayemfd934%2BN4V9IYIC850%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"If USA does it then its called Policy and if others do it, its a crime 👌🏻","0","0","2026-04-15T10:29:22.000Z","nakke0819","https://www.tiktok.com/@cnn/video/7628899499397696782","7465147651774252048","7628931160877581072","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cbc888240f57da68476a87dc376c066b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7d0690af&x-expires=1776834000&x-signature=OW%2BloVDx7ggaFhJITrYBmr6o34c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"People are scared to loose jobs that suck becouse they were trained to think you have to work to survive but if technology is spread across the people equally it can replace the need to work all togheter in a post scarcity society...","3","0","2026-04-16T09:33:14.000Z","therealmikeone","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7099938897401070598","7629287688308228887","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/be513d2439e13ce26df979fb5af99a80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d16dbef&x-expires=1776834000&x-signature=fLuxkG3v%2BOAgiBrM3K3AGsiDIkY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Sadly, AI robotics are more expensive than human workers, so in the near term the equation won’t make sense","0","0","2026-04-15T15:50:20.000Z","suzy21330","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7104352894313497606","7629013833513222934","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9394424&x-expires=1776834000&x-signature=OTkMua00Ofj5zSO9SowKyTr%2FCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"you know what's wild?? i read book The Silent Dominion by D. Cross and then started noticing the exact patterns he describes happening in real time on the news. like word for word what he wrote. that either means this guy is a genius or we're all really that predictable to the people running things. either way this book opened my eyes. if you think you already know how the world works this book will humble you real quick","0","0","2026-04-15T09:07:51.000Z","s0f.145","https://www.tiktok.com/@cnn/video/7628899499397696782","7022063696634659845","7628910108895855380","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/876081de49a78f1ba62fb3f75e15ffec~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=452862d1&x-expires=1776834000&x-signature=JAbMcUA3YrC1eQPkqV1oWGVLAys%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"so my older brother has been saying for years that nothing we see is random. i always brushed it off. then he gave me book The Silent Dominion by D. Cross and didn't say a word. halfway through i texted him ""i'm sorry for calling you crazy."" this book lays out how power actually moves behind the scenes. no yelling no drama just facts that make you go quiet. read it and then try to watch the news normally. good luck","0","0","2026-04-15T09:07:52.000Z","martixnm1zd","https://www.tiktok.com/@cnn/video/7628899499397696782","7452222569161163782","7628910142470128392","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a4721e9c80b6fa7f4178478f0e378401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3652de6b&x-expires=1776834000&x-signature=AiAYqX1rK%2F2Yyny16DpJeSQGR3o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"im not a book person at all but book The Censored Side of Reality by Dorian Hale got recommended to me by three different people in the same week. that felt random enough to check it out. read it in two nights and i kinda see why people keep passing it around quietly. it’s one of those things that just makes you pause and think for a bit you MUST read this book. it will change your life","0","0","2026-04-15T09:12:31.000Z","ajolote_5057","https://www.tiktok.com/@cnn/video/7628899499397696782","7316414512239657990","7628911345321444104","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8f431abc9c747057a894d62ed4938fa8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd7a888d&x-expires=1776834000&x-signature=2MaH49kXxt%2FF4TEO4GmYPYWAhrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"India & China will never be replaced by AI totally…made it for 1.20 sells for 8.00$ it’s how millionaires are made","0","0","2026-04-15T09:33:48.000Z","lookdcmonie","https://www.tiktok.com/@cnn/video/7628899499397696782","6989386896598582278","7628916469312832270","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f07d5a7fb3df0496ecdfbe4bb2fac25c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bb7ad955&x-expires=1776834000&x-signature=IUjPtPM1WiIxnIgOF6G5Hr8K7IU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"book The Silent Dominion by D. Cross is the book they don't want trending. i genuinely believe that. it exposes how control works at every level and it does it with receipts. my girlfriend's dad recommended it over dinner and said ""just read it don't ask questions."" i did. now i recommend it the same way. quietly. to people who are ready","0","0","2026-04-15T09:07:50.000Z","lu.soto1256","https://www.tiktok.com/@cnn/video/7628899499397696782","7039520840543863814","7628910097528652564","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2087e1303c4f3beedd204c42fa7838a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e2b2862&x-expires=1776834000&x-signature=3SQGvhgqZF2%2FR4JfMfkIt7Dl7a0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"beautiful... then employ them to monitor","0","0","2026-04-15T14:49:33.000Z","12345aeio.u","https://www.tiktok.com/@cnn/video/7628899499397696782","7598430174337778708","7628998211851649812","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/91d14a6e04ac1ed7de5cd1d6769aa8a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bcc23fb8&x-expires=1776834000&x-signature=FjiBidPGtBfkz466jGYKz%2Fm1pbA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"It’s what needs to happen","0","0","2026-04-15T20:01:10.000Z","nuggdream","https://www.tiktok.com/@cnn/video/7628899499397696782","7571306210872460300","7629078448838329109","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f03691bca02cf09156b2e70f808bee20~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec1d2488&x-expires=1776834000&x-signature=ge2eh3MFGsicJXVMrNAHCf6%2B5vc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ketchup time","0","0","2026-04-15T21:15:23.000Z","jtkko818","https://www.tiktok.com/@cnn/video/7628899499397696782","6857205035856806917","7629097594141262608","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb2d07614698e31801bc67778491a59b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48d03810&x-expires=1776834000&x-signature=XJ11hq%2BrxWmzYCUlSKuh%2FkTlb4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"[Sticker] ","0","0","2026-04-15T08:32:18.000Z","clint_andee","https://www.tiktok.com/@cnn/video/7628899499397696782","7586536889516672018","7628900963600827143","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/58972822448ced23bddeed92c6f913c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0eb3c5df&x-expires=1776834000&x-signature=6ZxiTErcQQf9gA2waKA4XiPDYCA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"i used to think people who questioned everything were just negative. then i read book Hidden Rulers Exposed by Daniel Cyler and realized they were just paying attention. this book calmly shows you what's happening behind every major event and decision that affects your life. my barber wouldn't stop talking about it. he was right","0","0","2026-04-16T07:06:31.000Z","alli_6741","https://www.tiktok.com/@cnn/video/7628899499397696782","7514049195746477112","7629249902249755393","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/14e18ee080ee48782894bef8d5f8fb22~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7e69638d&x-expires=1776834000&x-signature=gdxFMPaWxUZ%2FEfxPXgtcgSsShtU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"😳😳😳","0","0","2026-04-15T08:36:26.000Z","one017404","https://www.tiktok.com/@cnn/video/7628899499397696782","7596478742933210120","7628902040156734228","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9394424&x-expires=1776834000&x-signature=OTkMua00Ofj5zSO9SowKyTr%2FCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"😯","0","0","2026-04-16T04:33:43.000Z","munawarabbas7","https://www.tiktok.com/@cnn/video/7628899499397696782","6598156317453991941","7629210564888183569","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7335522602402480134~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=88d9cb0b&x-expires=1776834000&x-signature=5QVIK3SMEs0BOlWJDORxNUwHtIc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🔥🔥🔥🔥🔥🙄","0","0","2026-04-18T06:03:45.000Z","appleuser6884722","https://www.tiktok.com/@cnn/video/7628899499397696782","7239585635617883178","7629975716994908958","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7239586811419295786~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17600958&x-expires=1776834000&x-signature=vaa6fpXgF6eUn1dMMH2rph2lA7k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🙃😌","0","0","2026-04-15T16:15:49.000Z","welcome..123_","https://www.tiktok.com/@cnn/video/7628899499397696782","7131880277421196294","7629020394608149270","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/b982b90dababa3de3309d21297f57e0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a52ce5de&x-expires=1776834000&x-signature=FJDdIV3yO%2BDY0sU3GV3pxLonbno%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"😢😢😢","0","0","2026-04-16T18:24:23.000Z","chutiya14sala","https://www.tiktok.com/@cnn/video/7628899499397696782","7370240719589508101","7629424636019950344","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/438d018d715209b09e952c933f2cdc92~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6603b3a2&x-expires=1776834000&x-signature=iKyu%2BxtptiD1VpZ%2BMQQnE86AoFg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA USA","0","0","2026-04-15T21:44:18.000Z","joblackburn1","https://www.tiktok.com/@cnn/video/7628899499397696782","6987417215147738114","7629105020790162177","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/082e877647ec03ee1be9e44f241f9833~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=955e213c&x-expires=1776834000&x-signature=S0JfPGhBqtFc18ob%2BAcjYJlPGaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"In Haiti🇭🇹, we want Toussaint Louverture International Airport to remain open. The airport cannot be closed to civilians while being used as a military base for Americans. If the airport must close, it should be closed to everyone, no exceptions.","0","0","2026-04-15T16:43:15.000Z","mrs_la_boutique","https://www.tiktok.com/@cnn/video/7628899499397696782","7354468828220720133","7629027518992974600","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9c113686b0b491696fe2ae8b9d583cbd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=78a02efd&x-expires=1776834000&x-signature=yw6CI2cFEwLlfPOTUIhQalOlrrM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Will never work. AI doesn't pay taxes.","1","0","2026-04-16T23:00:43.000Z","billyk1992","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7598554285241107478","7629495730579768086","https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=67d0a514&x-expires=1776834000&x-signature=NVjXTJDSU0q75o8c5ygHWvyjeR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"no it's no","1","0","2026-04-15T16:59:33.000Z","florrie88888","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7298946052583932960","7629031674820657942","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/75c6352da333bf844cf1e0ecca6cf1a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54ae698c&x-expires=1776834000&x-signature=6K0uJzx7pQBT9A5FMCB9Nkeso0Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No way, that is scary","1","0","2026-04-16T21:56:00.000Z","aiwithjames1","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7085602380050531334","7629479142119899926","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/52fc0240defa65d3e82c9bd5c506ab7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=674465c3&x-expires=1776834000&x-signature=3O9Q9REPbMl0oGM%2F3Whiu%2BZAs5E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Who will buy the clothes?","1","0","2026-04-16T10:33:14.000Z","fitzer1001","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6948392259114484741","7629303152379216662","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7327413034442293254~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e6f089c7&x-expires=1776834000&x-signature=kpzjJ9rUkUSEsftn%2B4j4y9pI9%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"is it Chatsworth or Tongaat?","0","0","2026-04-17T11:14:32.000Z","nozaza01","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7260189251761046534","7629684038748832520","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9394424&x-expires=1776834000&x-signature=OTkMua00Ofj5zSO9SowKyTr%2FCWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"BS😂","1","0","2026-04-16T13:56:55.000Z","pretty.awesome.party","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7389287182369866753","7629355723520983825","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4e88fc9d0eaed9cc4550089e04e5eeed~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dff1caf8&x-expires=1776834000&x-signature=TGxEaZ82BHfDYGK2Egcz%2BwJQ0w4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"If robots do all the work, who gonna have money to buy the items?😳","1","0","2026-04-16T06:44:32.000Z","kluuumpyse","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6783656481761854469","7629244262894420758","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/885909e0a4d1ba4dfe5e2c9b72e5a302~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=340fba2e&x-expires=1776834000&x-signature=NxZXina5kD7K7GK95rBIjfIYbdc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Cant wait for universal income","0","0","2026-04-19T13:35:40.000Z","dugaverepublika","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7498377927126909985","7630463493473010454","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d27bef724ad839485af028b8b77b141e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=afbe5558&x-expires=1776834000&x-signature=H4oO6sqXhVGqtoPeV7kyz9Tg1hc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Wow, and machinery replaced farmers…","0","0","2026-04-19T15:31:29.000Z","michaelkribus","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7226007383855612933","7630493370317587207","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dfa642ede7ef11d7d57a41ce9adafd0e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f146a1b&x-expires=1776834000&x-signature=rdf4%2F9FpBBGR7me0RIIj7LCE8jI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"nop not good","0","0","2026-04-19T07:24:37.000Z","cindynormanmurrell","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6939765484820972550","7630367896056840967","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7331732587771068418~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e62e947c&x-expires=1776834000&x-signature=Xa2oYlph%2FfWxkKhQpALDDKlbC5g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Why is his face blurred? In the original clip the Indians face wasn’t blurred","0","0","2026-04-15T08:36:06.000Z","dan248703","https://www.tiktok.com/@cnn/video/7628899499397696782","7563649125721719816","7628901936989815572","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/744d3d4e1c21958d2ccfdc015b561dd5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=69104d68&x-expires=1776834000&x-signature=dJkzDMHxVcozGrzc5cyoN5Sxh0o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"i used to think people who questioned everything were just negative. then i read book The Silent Dominion by D. Cross and realized they were just paying attention. this book calmly shows you what's happening behind every major event and decision that affects your life. my barber wouldn't stop talking about it. he was right","0","0","2026-04-15T09:07:50.000Z","helen.bohrquez","https://www.tiktok.com/@cnn/video/7628899499397696782","7561398916408411154","7628910132554679058","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d4c3cdeca5f72e150cffe161850315a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=947a07a3&x-expires=1776834000&x-signature=t%2FTgozsGgUqGBTMVr%2F0vWMeLFAs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No our government isn’t living in 2026 with these advances. They still live in 1800","1","0","2026-04-17T00:24:28.000Z","theartofconcrete.ca","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6998645754990625798","7629517417903719186","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cf276e70183fdb8c815ed64ea7df9592~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80b4c26f&x-expires=1776834000&x-signature=PQ4ohuYijrUVLCsH6PaZW37xVAo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"There you go!!","1","0","2026-04-16T18:32:18.000Z","www.tiktok.comwakeup","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","6985141649694655493","7629426686010442518","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7335037369105514502~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=78e4d95f&x-expires=1776834000&x-signature=eSg0e6cGuSo1w%2BQPdFfInk5ljws%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"This is fake","1","0","2026-04-16T15:50:13.000Z","kooshcraftboosh","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7207463381136425990","7629384894955684630","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7316241791334121477~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9abc8e6&x-expires=1776834000&x-signature=VLBQNC7YDSP9L2LB6ioE6x3tAMk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"so ai robots gonna be shit👍","1","0","2026-04-16T11:22:09.000Z","bestkusten","https://www.tiktok.com/@marcinteodoru/video/7628508447297867039","7444317754477642784","7629315793289478934","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/79a4d0152ded9ec17bff19d7246db1ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=135b1182&x-expires=1776834000&x-signature=9yHlQnfGLz7HGk7yJ2Fr1uM7Daw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
